event_id,source_positive,condition,expected_timestamp,maximum_score_near_event,threshold,audio_path
442,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0227.wav,speech,121.500,0.9922,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_442_speech.wav
443,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,speech,126.000,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_443_speech.wav
444,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1246.wav,speech,135.000,0.9453,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_444_speech.wav
445,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1406.wav,speech,139.500,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_445_speech.wav
446,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0169.wav,speech,144.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_446_speech.wav
447,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1387.wav,speech,148.500,0.9258,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_447_speech.wav
448,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\817.wav,speech,153.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_448_speech.wav
449,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\893.wav,speech,157.500,0.9961,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_449_speech.wav
450,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\325.wav,speech,162.000,0.7578,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_450_speech.wav
451,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1010.wav,speech,166.500,0.7812,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_451_speech.wav
452,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1304.wav,speech,171.000,0.9258,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_452_speech.wav
453,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\496.wav,speech,175.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_453_speech.wav
454,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,speech,180.000,0.5352,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_454_speech.wav
455,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_12.wav,speech,184.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_455_speech.wav
456,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\798.wav,speech,189.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_456_speech.wav
457,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1661.wav,speech,193.500,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_457_speech.wav
458,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1094.wav,speech,198.000,0.8438,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_458_speech.wav
459,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1417.wav,speech,202.500,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_459_speech.wav
460,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\599.wav,speech,207.000,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_460_speech.wav
461,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\511.wav,speech,211.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_461_speech.wav
462,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_49.wav,speech,216.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_462_speech.wav
463,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\247.wav,speech,220.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_463_speech.wav
464,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\350.wav,speech,229.500,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_464_speech.wav
465,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1393.wav,speech,234.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_465_speech.wav
466,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1471.wav,speech,238.500,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_466_speech.wav
467,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1031.wav,speech,243.000,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_467_speech.wav
468,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1779.wav,speech,247.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_468_speech.wav
469,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1831.wav,speech,252.000,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_469_speech.wav
470,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1908.wav,speech,256.500,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_470_speech.wav
471,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\232.wav,speech,261.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_471_speech.wav
472,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_089.wav,speech,265.500,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_472_speech.wav
473,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1335.wav,speech,270.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_473_speech.wav
474,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0210.wav,speech,274.500,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_474_speech.wav
475,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1055.wav,speech,279.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_475_speech.wav
476,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1758.wav,speech,283.500,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_476_speech.wav
477,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,speech,288.000,0.6680,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_477_speech.wav
478,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0157.wav,speech,292.500,0.1758,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_478_speech.wav
479,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\663.wav,speech,297.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_479_speech.wav
480,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1898.wav,speech,301.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_480_speech.wav
481,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_19.wav,speech,306.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_481_speech.wav
482,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\391.wav,speech,310.500,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_482_speech.wav
483,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\717.wav,speech,315.000,0.2188,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_483_speech.wav
484,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1980.wav,speech,324.000,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_484_speech.wav
485,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\91.wav,speech,328.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_485_speech.wav
486,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_38.wav,speech,333.000,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_486_speech.wav
487,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1182.wav,speech,337.500,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_487_speech.wav
488,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_74.wav,speech,342.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_488_speech.wav
489,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1240.wav,speech,346.500,0.9961,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_489_speech.wav
490,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\182.wav,speech,351.000,0.9922,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_490_speech.wav
491,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1058.wav,speech,355.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_491_speech.wav
492,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\537.wav,speech,360.000,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_492_speech.wav
493,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\724.wav,speech,364.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_493_speech.wav
494,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1399.wav,speech,369.000,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_494_speech.wav
495,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\105.wav,speech,373.500,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_495_speech.wav
496,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1759.wav,speech,378.000,0.0469,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_496_speech.wav
497,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1822.wav,speech,382.500,0.1211,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_497_speech.wav
498,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_104.wav,speech,387.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_498_speech.wav
499,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1594.wav,speech,391.500,0.0117,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_499_speech.wav
500,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\428.wav,speech,396.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_500_speech.wav
501,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\756.wav,speech,400.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_501_speech.wav
502,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1267.wav,speech,405.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_502_speech.wav
503,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\928.wav,speech,409.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_503_speech.wav
504,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\811.wav,speech,414.000,0.8242,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_504_speech.wav
505,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\19.wav,speech,418.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_505_speech.wav
506,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1156.wav,speech,423.000,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_506_speech.wav
507,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_8.wav,speech,427.500,0.0820,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_507_speech.wav
508,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\338.wav,speech,432.000,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_508_speech.wav
509,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1443.wav,speech,436.500,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_509_speech.wav
510,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1316.wav,speech,441.000,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_510_speech.wav
511,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_24.wav,speech,445.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_511_speech.wav
512,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_slow_8.wav,speech,450.000,0.9258,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_512_speech.wav
513,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1944.wav,speech,454.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_513_speech.wav
514,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,speech,459.000,0.3633,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_514_speech.wav
515,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1522.wav,speech,463.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_515_speech.wav
516,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\203.wav,speech,468.000,0.9922,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_516_speech.wav
517,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,speech,472.500,0.0430,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_517_speech.wav
518,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\400.wav,speech,477.000,0.5703,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_518_speech.wav
519,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1262.wav,speech,481.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_519_speech.wav
520,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1075.wav,speech,486.000,0.9180,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_520_speech.wav
521,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1066.wav,speech,495.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_521_speech.wav
522,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1698.wav,speech,499.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_522_speech.wav
523,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\401.wav,speech,504.000,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_523_speech.wav
524,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\927.wav,speech,508.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_524_speech.wav
525,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_077.wav,speech,513.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_525_speech.wav
526,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1556.wav,speech,517.500,0.0234,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_526_speech.wav
527,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1875.wav,speech,522.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_527_speech.wav
528,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\769.wav,speech,526.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_528_speech.wav
529,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_002.wav,speech,531.000,0.5000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_529_speech.wav
530,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1931.wav,speech,535.500,0.5352,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_530_speech.wav
531,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\246.wav,speech,540.000,0.6055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_531_speech.wav
532,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_3.wav,speech,544.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_532_speech.wav
533,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\66.wav,speech,549.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_533_speech.wav
534,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\481.wav,speech,553.500,0.9883,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_534_speech.wav
535,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\944.wav,speech,558.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_535_speech.wav
536,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\731.wav,speech,562.500,0.9609,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_536_speech.wav
537,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1528.wav,speech,567.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_537_speech.wav
538,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\620.wav,speech,571.500,0.0312,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_538_speech.wav
539,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\985.wav,speech,576.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_539_speech.wav
540,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1606.wav,speech,580.500,0.0156,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_540_speech.wav
541,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\997.wav,speech,585.000,0.2422,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_541_speech.wav
542,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_109.wav,speech,589.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_542_speech.wav
543,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\173.wav,speech,594.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_543_speech.wav
544,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_44.wav,speech,598.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_544_speech.wav
545,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\441.wav,speech,603.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_545_speech.wav
546,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1684.wav,speech,607.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_546_speech.wav
547,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\110.wav,speech,612.000,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_547_speech.wav
548,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1903.wav,speech,621.000,0.0742,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_548_speech.wav
549,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0115.wav,speech,625.500,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_549_speech.wav
550,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\187.wav,speech,630.000,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_550_speech.wav
551,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_111.wav,speech,634.500,0.0938,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_551_speech.wav
552,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1048.wav,speech,639.000,0.9727,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_552_speech.wav
553,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\37.wav,speech,643.500,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_553_speech.wav
554,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\979.wav,speech,648.000,0.9180,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_554_speech.wav
555,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\585.wav,speech,652.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_555_speech.wav
556,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1128.wav,speech,657.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_556_speech.wav
557,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\531.wav,speech,661.500,0.0391,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_557_speech.wav
558,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1550.wav,speech,666.000,0.6992,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_558_speech.wav
559,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\335.wav,speech,670.500,0.1055,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_559_speech.wav
560,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\421.wav,speech,675.000,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_560_speech.wav
561,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1488.wav,speech,679.500,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_561_speech.wav
562,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_35.wav,speech,684.000,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_562_speech.wav
563,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1900.wav,speech,688.500,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_563_speech.wav
564,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\924.wav,speech,693.000,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_564_speech.wav
565,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\389.wav,speech,702.000,0.9531,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_565_speech.wav
566,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1221.wav,speech,706.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_566_speech.wav
567,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1903.wav,speech,711.000,0.8789,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_567_speech.wav
568,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1392.wav,speech,715.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_568_speech.wav
569,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\913.wav,speech,720.000,0.0625,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_569_speech.wav
570,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\539.wav,speech,724.500,0.0039,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_570_speech.wav
571,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\564.wav,speech,729.000,0.8242,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_571_speech.wav
572,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_047.wav,speech,733.500,0.1367,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_572_speech.wav
573,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\752.wav,speech,738.000,0.9688,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_573_speech.wav
574,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\594.wav,speech,742.500,0.1562,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_574_speech.wav
575,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\147.wav,speech,747.000,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_575_speech.wav
576,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\736.wav,speech,751.500,0.9453,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_576_speech.wav
577,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\611.wav,speech,756.000,0.4297,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_577_speech.wav
578,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1009.wav,speech,760.500,0.0547,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_578_speech.wav
579,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_28.wav,speech,765.000,0.4648,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_579_speech.wav
580,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_115.wav,speech,769.500,0.0195,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_580_speech.wav
581,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0117.wav,speech,774.000,0.3008,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_581_speech.wav
582,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\376.wav,speech,778.500,0.9805,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_582_speech.wav
583,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,speech,783.000,0.3320,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_583_speech.wav
584,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1608.wav,speech,787.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_584_speech.wav
585,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1740.wav,speech,792.000,0.6680,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_585_speech.wav
586,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_98.wav,speech,796.500,0.0273,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_586_speech.wav
587,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1380.wav,speech,801.000,0.9844,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_587_speech.wav
588,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\32.wav,speech,805.500,0.0000,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_588_speech.wav
589,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\69.wav,speech,810.000,0.1953,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_589_speech.wav
590,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\675.wav,speech,814.500,0.9766,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_590_speech.wav
591,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\962.wav,speech,819.000,0.0078,0.5,D:\SIH\ira-wakeword\streaming_false_negatives\fn_591_speech.wav
